obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3721937244.67,8,3.69231009483,3742914124.93,3742914125.25,3721937244.67,0.0,internal_timestamp,76.2900009155,1512948444.67,33.4151000977,1,10.3866996765,1025.99884107,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('1',)",3721937244.73,8,3.69227004051,3742914124.93,3742914125.25,3721937244.73,0.0,internal_timestamp,76.2910003662,1512948444.73,33.4147987366,0,10.3865995407,1025.99862812,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('2',)",3721937244.8,8,3.69223999977,3742914124.93,3742914125.25,3721937244.8,0.0,internal_timestamp,76.2850036621,1512948444.8,33.4143981934,0,10.3866996765,1025.99827143,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('3',)",3721937244.86,8,3.69231009483,3742914124.93,3742914125.25,3721937244.86,0.0,internal_timestamp,76.2900009155,1512948444.86,33.4151992798,0,10.3865995407,1025.99893566,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4',)",3721937244.92,8,3.69227004051,3742914124.93,3742914125.25,3721937244.92,0.0,internal_timestamp,76.2910003662,1512948444.92,33.4146995544,0,10.3866996765,1025.99853353,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('5',)",3721937244.98,8,3.69227004051,3742914124.93,3742914125.25,3721937244.98,0.0,internal_timestamp,76.2829971313,1512948444.98,33.4146995544,0,10.3866996765,1025.99849711,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('6',)",3721937245.04,8,3.69239997864,3742914124.93,3742914125.25,3721937245.04,0.0,internal_timestamp,76.2860031128,1512948445.04,33.4157981873,0,10.3870000839,1025.99931486,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('7',)",3721937245.11,8,3.69225001335,3742914124.93,3742914125.25,3721937245.11,0.0,internal_timestamp,76.2850036621,1512948445.11,33.4145011902,0,10.3866996765,1025.99835168,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('8',)",3721937245.17,8,3.69222998619,3742914124.93,3742914125.25,3721937245.17,0.0,internal_timestamp,76.28099823,1512948445.17,33.4141998291,0,10.3867998123,1025.99808134,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('9',)",3721937245.23,8,3.69223999977,3742914124.93,3742914125.25,3721937245.23,0.0,internal_timestamp,76.2860031128,1512948445.23,33.4143981934,0,10.3867998123,1025.99825867,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('10',)",3721937245.3,8,3.69227004051,3742914124.93,3742914125.25,3721937245.3,0.0,internal_timestamp,76.2829971313,1512948445.3,33.4145011902,0,10.3868999481,1025.99830793,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('11',)",3721937245.36,8,3.69229006767,3742914124.93,3742914125.25,3721937245.36,0.0,internal_timestamp,76.2860031128,1512948445.36,33.4146995544,0,10.3870000839,1025.99845885,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('12',)",3721937245.42,8,3.69233989716,3742914124.93,3742914125.25,3721937245.42,0.0,internal_timestamp,76.2880020142,1512948445.42,33.4150009155,0,10.3871002197,1025.99868544,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('13',)",3721937245.48,8,3.69235992432,3742914124.93,3742914125.25,3721937245.48,0.0,internal_timestamp,76.2829971313,1512948445.48,33.4151992798,0,10.3872003555,1025.99879992,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('14',)",3721937245.55,8,3.69238996506,3742914124.93,3742914125.25,3721937245.55,0.0,internal_timestamp,76.2829971313,1512948445.55,33.4154014587,0,10.3872995377,1025.9989403,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('15',)",3721937245.61,8,3.69243001938,3742914124.93,3742914125.25,3721937245.61,0.0,internal_timestamp,76.2829971313,1512948445.61,33.4157981873,0,10.3872995377,1025.99924941,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('16',)",3721937245.67,8,3.69246006012,3742914124.93,3742914125.25,3721937245.67,0.0,internal_timestamp,76.283996582,1512948445.67,33.4160003662,0,10.3873996735,1025.99939418,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('17',)",3721937245.73,8,3.69246006012,3742914124.93,3742914125.25,3721937245.73,0.0,internal_timestamp,76.2789993286,1512948445.73,33.4160003662,0,10.3873996735,1025.99937144,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('18',)",3721937245.79,8,3.69245004654,3742914124.93,3742914125.25,3721937245.79,0.0,internal_timestamp,76.2850036621,1512948445.79,33.4159011841,0,10.3873996735,1025.99932148,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('19',)",3721937245.86,8,3.69245004654,3742914124.93,3742914125.26,3721937245.86,0.0,internal_timestamp,76.28099823,1512948445.86,33.4159011841,0,10.3873996735,1025.99930325,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('20',)",3721937245.92,8,3.69244003296,3742914124.93,3742914125.26,3721937245.92,0.0,internal_timestamp,76.28099823,1512948445.92,33.4157981873,0,10.3873996735,1025.999223,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('21',)",3721937245.98,8,3.69246006012,3742914124.93,3742914125.26,3721937245.98,0.0,internal_timestamp,76.2789993286,1512948445.98,33.4160003662,0,10.3873996735,1025.99937144,29,13,29,13,29,13,29,13,29,29,44.64102,-124.30216
"('22',)",3721937246.05,8,3.6924700737,3742914124.93,3742914125.26,3721937246.05,0.0,internal_timestamp,76.28099823,1512948446.05,33.4161987305,0,10.3873996735,1025.99953509,29,13,29,13,29,13,29,13,29,29,44.64102,-124.30216
"('23',)",3721937246.11,8,3.6924700737,3742914124.93,3742914125.26,3721937246.11,0.0,internal_timestamp,76.2779998779,1512948446.11,33.4161987305,0,10.3872995377,1025.99953876,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('24',)",3721937246.33,8,3.69248008728,3742914124.93,3742914125.26,3721937246.33,0.0,internal_timestamp,76.2779998779,1512948446.33,33.4161987305,1,10.3872995377,1025.99953876,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('25',)",3721937246.72,8,3.69248008728,3742914124.93,3742914125.26,3721937246.72,0.0,internal_timestamp,76.2770004272,1512948446.71,33.4161987305,0,10.3872995377,1025.99953421,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('26',)",3721937246.73,8,3.6924700737,3742914124.93,3742914125.26,3721937246.73,0.0,internal_timestamp,76.2789993286,1512948446.73,33.4161987305,0,10.3872995377,1025.99954331,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('27',)",3721937246.73,8,3.6924700737,3742914124.93,3742914125.26,3721937246.73,0.0,internal_timestamp,76.2789993286,1512948446.73,33.4161987305,0,10.3872995377,1025.99954331,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('28',)",3721937246.74,8,3.69246006012,3742914124.93,3742914125.26,3721937246.74,0.0,internal_timestamp,76.2799987793,1512948446.74,33.4160995483,0,10.3872003555,1025.99948773,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('29',)",3721937246.76,8,3.69245004654,3742914124.93,3742914125.26,3721937246.76,0.0,internal_timestamp,76.2779998779,1512948446.76,33.4160003662,0,10.3872003555,1025.99940135,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('30',)",3721937246.76,8,3.69244003296,3742914124.93,3742914125.26,3721937246.76,0.0,internal_timestamp,76.2789993286,1512948446.76,33.4160003662,0,10.3872003555,1025.9994059,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('31',)",3721937246.77,8,3.69245004654,3742914124.93,3742914125.26,3721937246.77,0.0,internal_timestamp,76.28099823,1512948446.77,33.4160995483,0,10.3872003555,1025.99949227,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('32',)",3721937246.78,8,3.69246006012,3742914124.93,3742914125.26,3721937246.78,0.0,internal_timestamp,76.2799987793,1512948446.78,33.4161987305,0,10.3872995377,1025.99954786,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('33',)",3721937246.78,8,3.6924700737,3742914124.93,3742914125.26,3721937246.78,0.0,internal_timestamp,76.2779998779,1512948446.78,33.4161987305,0,10.3872995377,1025.99953876,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('34',)",3721937246.8,8,3.69246006012,3742914124.93,3742914125.26,3721937246.8,0.0,internal_timestamp,76.2789993286,1512948446.8,33.4160995483,0,10.3872995377,1025.99946603,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('35',)",3721937246.86,8,3.69246006012,3742914124.93,3742914125.26,3721937246.86,0.0,internal_timestamp,76.28099823,1512948446.86,33.4160995483,0,10.3872995377,1025.99947513,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('36',)",3721937246.92,8,3.69245004654,3742914124.93,3742914125.26,3721937246.92,0.0,internal_timestamp,76.2829971313,1512948446.92,33.4160003662,0,10.3872995377,1025.99940694,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('37',)",3721937246.98,8,3.69245004654,3742914124.93,3742914125.26,3721937246.98,0.0,internal_timestamp,76.283996582,1512948446.98,33.4160995483,0,10.3872003555,1025.99950592,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('38',)",3721937247.05,8,3.69245004654,3742914124.93,3742914125.26,3721937247.05,0.0,internal_timestamp,76.2829971313,1512948447.05,33.4160995483,0,10.3872003555,1025.99950137,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('39',)",3721937247.11,8,3.69245004654,3742914124.93,3742914125.26,3721937247.11,0.0,internal_timestamp,76.2819976807,1512948447.11,33.4161987305,0,10.3872003555,1025.9995741,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('40',)",3721937247.17,8,3.69245004654,3742914124.93,3742914125.26,3721937247.17,0.0,internal_timestamp,76.28099823,1512948447.17,33.4160995483,0,10.3872003555,1025.99949227,29,13,29,13,29,13,29,13,29,13,44.64102,-124.30216
"('41',)",3721937247.23,8,3.69246006012,3742914124.93,3742914125.26,3721937247.23,0.0,internal_timestamp,76.2819976807,1512948447.23,33.4161987305,0,10.3872003555,1025.9995741,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('42',)",3721937247.3,8,3.69248008728,3742914124.93,3742914125.26,3721937247.3,0.0,internal_timestamp,76.28099823,1512948447.3,33.4163017273,0,10.3872995377,1025.99963265,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('43',)",3721937247.36,8,3.69248008728,3742914124.93,3742914125.26,3721937247.36,0.0,internal_timestamp,76.2819976807,1512948447.36,33.4164009094,0,10.3872003555,1025.99973163,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('44',)",3721937247.42,8,3.69248008728,3742914124.93,3742914125.26,3721937247.42,0.0,internal_timestamp,76.283996582,1512948447.42,33.4164009094,0,10.3872003555,1025.99974072,29,13,29,13,29,29,29,13,29,13,44.64102,-124.30216
"('45',)",3721937247.48,8,3.6924700737,3742914124.93,3742914125.26,3721937247.48,0.0,internal_timestamp,76.283996582,1512948447.48,33.4164009094,0,10.3871002197,1025.99975804,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('46',)",3721937247.55,8,3.6924700737,3742914124.93,3742914125.26,3721937247.55,0.0,internal_timestamp,76.2860031128,1512948447.55,33.4164009094,0,10.3871002197,1025.99976717,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('47',)",3721937247.61,8,3.6924700737,3742914124.93,3742914125.26,3721937247.61,0.0,internal_timestamp,76.283996582,1512948447.61,33.4163017273,0,10.3871002197,1025.99968076,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('48',)",3721937247.67,8,3.6924700737,3742914124.93,3742914125.26,3721937247.67,0.0,internal_timestamp,76.2819976807,1512948447.67,33.4163017273,0,10.3872003555,1025.99965435,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('49',)",3721937247.73,8,3.6924700737,3742914124.93,3742914125.26,3721937247.73,0.0,internal_timestamp,76.2850036621,1512948447.73,33.4163017273,0,10.3872995377,1025.99965088,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('50',)",3721937247.8,8,3.69248008728,3742914124.93,3742914125.26,3721937247.8,0.0,internal_timestamp,76.2850036621,1512948447.8,33.4163017273,0,10.3872995377,1025.99965088,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('51',)",3721937247.86,8,3.69248008728,3742914124.93,3742914125.26,3721937247.86,0.0,internal_timestamp,76.2910003662,1512948447.86,33.4163017273,0,10.3872995377,1025.99967817,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('52',)",3721937247.92,8,3.69249010086,3742914124.93,3742914125.26,3721937247.92,0.0,internal_timestamp,76.2870025635,1512948447.92,33.4164009094,0,10.3872995377,1025.99973725,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('53',)",3721937247.98,8,3.69249010086,3742914124.93,3742914125.26,3721937247.98,0.0,internal_timestamp,76.2860031128,1512948447.98,33.4164009094,0,10.3872995377,1025.99973271,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('54',)",3721937248.05,8,3.69250011444,3742914124.93,3742914125.26,3721937248.05,0.0,internal_timestamp,76.2850036621,1512948448.05,33.4164009094,0,10.3873996735,1025.99971085,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('55',)",3721937248.11,8,3.69250011444,3742914124.93,3742914125.26,3721937248.11,0.0,internal_timestamp,76.2870025635,1512948448.11,33.4165000916,0,10.3873996735,1025.99979722,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('56',)",3721937248.17,8,3.6925098896,3742914124.93,3742914125.26,3721937248.17,0.0,internal_timestamp,76.2860031128,1512948448.17,33.4165992737,0,10.3873996735,1025.99986995,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('57',)",3721937248.23,8,3.69251990318,3742914124.93,3742914125.26,3721937248.23,0.0,internal_timestamp,76.2890014648,1512948448.23,33.4165000916,0,10.3873996735,1025.99980632,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('58',)",3721937248.3,8,3.6925098896,3742914124.93,3742914125.26,3721937248.3,0.0,internal_timestamp,76.2939987183,1512948448.3,33.4165000916,0,10.3873996735,1025.99982905,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('59',)",3721937248.37,8,3.69250011444,3742914124.93,3742914125.26,3721937248.37,0.0,internal_timestamp,76.2919998169,1512948448.37,33.4164009094,0,10.3873996735,1025.99974268,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('60',)",3721937248.42,8,3.69250011444,3742914124.93,3742914125.26,3721937248.42,0.0,internal_timestamp,76.2919998169,1512948448.42,33.4164009094,0,10.3873996735,1025.99974268,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('61',)",3721937248.48,8,3.69249010086,3742914124.93,3742914125.27,3721937248.48,0.0,internal_timestamp,76.2910003662,1512948448.48,33.4163017273,0,10.3873996735,1025.99966085,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('62',)",3721937248.55,8,3.69250011444,3742914124.93,3742914125.27,3721937248.55,0.0,internal_timestamp,76.2969970703,1512948448.55,33.4163017273,0,10.3873996735,1025.99968814,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('63',)",3721937248.61,8,3.69249010086,3742914124.93,3742914125.27,3721937248.61,0.0,internal_timestamp,76.3010025024,1512948448.61,33.4163017273,0,10.3873996735,1025.99970636,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('64',)",3721937248.67,8,3.69250011444,3742914124.93,3742914125.27,3721937248.67,0.0,internal_timestamp,76.2949981689,1512948448.67,33.4163017273,0,10.3874998093,1025.99966173,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('65',)",3721937248.73,8,3.69249010086,3742914124.93,3742914125.27,3721937248.73,0.0,internal_timestamp,76.2959976196,1512948448.73,33.4161987305,0,10.3874998093,1025.99958603,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('66',)",3721937248.79,8,3.69248008728,3742914124.93,3742914125.27,3721937248.79,0.0,internal_timestamp,76.2939987183,1512948448.79,33.4161987305,0,10.3874998093,1025.99957693,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('67',)",3721937248.86,8,3.69248008728,3742914124.93,3742914125.27,3721937248.86,0.0,internal_timestamp,76.297996521,1512948448.86,33.4161987305,0,10.3873996735,1025.99961244,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('68',)",3721937248.92,8,3.69249010086,3742914124.93,3742914125.27,3721937248.92,0.0,internal_timestamp,76.2990036011,1512948448.92,33.4163017273,0,10.3873996735,1025.99969727,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('69',)",3721937248.98,8,3.69250011444,3742914124.93,3742914125.27,3721937248.98,0.0,internal_timestamp,76.3020019531,1512948448.98,33.4165000916,0,10.3873996735,1025.99986547,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('70',)",3721937249.05,8,3.6925098896,3742914124.93,3742914125.27,3721937249.05,0.0,internal_timestamp,76.2990036011,1512948449.05,33.4165992737,0,10.3873996735,1025.99992911,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('71',)",3721937249.11,8,3.6925098896,3742914124.93,3742914125.27,3721937249.11,0.0,internal_timestamp,76.3020019531,1512948449.11,33.4165000916,0,10.3873996735,1025.99986547,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('72',)",3721937249.17,8,3.69250011444,3742914124.93,3742914125.27,3721937249.17,0.0,internal_timestamp,76.3079986572,1512948449.17,33.4163017273,0,10.3874998093,1025.99972089,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('73',)",3721937249.23,8,3.69248008728,3742914124.93,3742914125.27,3721937249.23,0.0,internal_timestamp,76.3050003052,1512948449.23,33.4160995483,0,10.3875999451,1025.9995324,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('74',)",3721937249.3,8,3.69249010086,3742914124.93,3742914125.27,3721937249.3,0.0,internal_timestamp,76.3030014038,1512948449.3,33.4160995483,0,10.3875999451,1025.9995233,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('75',)",3721937249.36,8,3.69248008728,3742914124.93,3742914125.27,3721937249.36,0.0,internal_timestamp,76.3040008545,1512948449.37,33.4160003662,0,10.3877000809,1025.99943326,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('76',)",3721937249.42,8,3.69248008728,3742914124.93,3742914125.27,3721937249.42,0.0,internal_timestamp,76.3089981079,1512948449.42,33.4159011841,0,10.3877000809,1025.99937872,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('77',)",3721937249.48,8,3.6924700737,3742914124.93,3742914125.28,3721937249.48,0.0,internal_timestamp,76.3099975586,1512948449.48,33.4159011841,0,10.3877000809,1025.99938327,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('78',)",3721937249.55,8,3.69246006012,3742914124.93,3742914125.28,3721937249.55,0.0,internal_timestamp,76.3109970093,1512948449.55,33.4159011841,0,10.3875999451,1025.99940513,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('79',)",3721937249.61,8,3.6924700737,3742914124.93,3742914125.28,3721937249.61,0.0,internal_timestamp,76.3140029907,1512948449.61,33.4160995483,0,10.3873996735,1025.99960799,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('80',)",3721937249.67,8,3.69248008728,3742914124.93,3742914125.28,3721937249.67,0.0,internal_timestamp,76.3160018921,1512948449.67,33.4163017273,0,10.3872995377,1025.99979193,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('81',)",3721937249.73,8,3.69248008728,3742914124.93,3742914125.28,3721937249.73,0.0,internal_timestamp,76.3180007935,1512948449.73,33.4163017273,0,10.3872995377,1025.99980102,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('82',)",3721937249.8,8,3.69248008728,3742914124.93,3742914125.28,3721937249.8,0.0,internal_timestamp,76.3140029907,1512948449.8,33.4163017273,0,10.3872995377,1025.99978283,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('83',)",3721937249.86,8,3.69248008728,3742914124.93,3742914125.28,3721937249.86,0.0,internal_timestamp,76.3160018921,1512948449.86,33.4161987305,0,10.3873996735,1025.99969436,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('84',)",3721937249.92,8,3.6924700737,3742914124.93,3742914125.28,3721937249.92,0.0,internal_timestamp,76.3180007935,1512948449.92,33.4160995483,0,10.3873996735,1025.99962618,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('85',)",3721937249.98,8,3.6924700737,3742914124.93,3742914125.28,3721937249.98,0.0,internal_timestamp,76.3199996948,1512948449.98,33.4160003662,0,10.3873996735,1025.999558,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('86',)",3721937250.05,8,3.69246006012,3742914124.93,3742914125.28,3721937250.05,0.0,internal_timestamp,76.3209991455,1512948450.05,33.4160003662,0,10.3873996735,1025.99956255,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('87',)",3721937250.11,8,3.69246006012,3742914124.93,3742914125.28,3721937250.11,0.0,internal_timestamp,76.3229980469,1512948450.11,33.4160003662,0,10.3873996735,1025.99957164,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('88',)",3721937250.17,8,3.69246006012,3742914124.93,3742914125.28,3721937250.17,0.0,internal_timestamp,76.3229980469,1512948450.17,33.4160003662,1,10.3873996735,1025.99957164,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('89',)",3721937250.23,8,3.6924700737,3742914124.93,3742914125.28,3721937250.23,0.0,internal_timestamp,76.3219985962,1512948450.23,33.4160995483,0,10.3873996735,1025.99964437,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('90',)",3721937250.3,8,3.6924700737,3742914124.93,3742914125.28,3721937250.3,0.0,internal_timestamp,76.3249969482,1512948450.3,33.4160995483,0,10.3873996735,1025.99965802,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('91',)",3721937250.36,8,3.69248008728,3742914124.93,3742914125.28,3721937250.36,0.0,internal_timestamp,76.3259963989,1512948450.36,33.4160995483,0,10.3874998093,1025.99964525,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('92',)",3721937250.66,8,3.69248008728,3742914124.93,3742914125.28,3721937250.66,0.0,internal_timestamp,76.3280029297,1512948450.66,33.4161987305,1,10.3874998093,1025.99973166,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('93',)",3721937250.67,8,3.69249010086,3742914124.93,3742914125.28,3721937250.67,0.0,internal_timestamp,76.3320007324,1512948450.67,33.4161987305,0,10.3873996735,1025.99976716,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('94',)",3721937250.67,8,3.69250011444,3742914124.93,3742914125.28,3721937250.67,0.0,internal_timestamp,76.3349990845,1512948450.67,33.4163017273,0,10.3874998093,1025.99984374,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('95',)",3721937250.68,8,3.6925098896,3742914124.93,3742914125.28,3721937250.68,0.0,internal_timestamp,76.3330001831,1512948450.68,33.4164009094,0,10.3874998093,1025.99991193,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('96',)",3721937250.68,8,3.6925098896,3742914124.93,3742914125.28,3721937250.68,0.0,internal_timestamp,76.3339996338,1512948450.68,33.4165000916,0,10.3873996735,1026.00001107,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('97',)",3721937250.73,8,3.69251990318,3742914124.93,3742914125.28,3721937250.73,0.0,internal_timestamp,76.3379974365,1512948450.73,33.4165000916,0,10.3874998093,1026.00001194,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('98',)",3721937250.79,8,3.6925098896,3742914124.93,3742914125.28,3721937250.79,0.0,internal_timestamp,76.3389968872,1512948450.79,33.4165000916,0,10.3873996735,1026.0000338,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('99',)",3721937250.86,8,3.69250011444,3742914124.93,3742914125.28,3721937250.86,0.0,internal_timestamp,76.3420028687,1512948450.86,33.4164009094,0,10.3873996735,1025.9999702,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('100',)",3721937250.92,8,3.69250011444,3742914124.93,3742914125.28,3721937250.92,0.0,internal_timestamp,76.3430023193,1512948450.92,33.4163017273,0,10.3873996735,1025.99989747,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('101',)",3721937250.98,8,3.69249010086,3742914124.93,3742914125.28,3721937250.98,0.0,internal_timestamp,76.3399963379,1512948450.98,33.4163017273,0,10.3873996735,1025.99988379,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('102',)",3721937251.05,8,3.69250011444,3742914124.93,3742914125.28,3721937251.05,0.0,internal_timestamp,76.34400177,1512948451.05,33.4164009094,0,10.3873996735,1025.9999793,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('103',)",3721937251.11,8,3.6925098896,3742914124.93,3742914125.28,3721937251.11,0.0,internal_timestamp,76.3479995728,1512948451.11,33.4164009094,0,10.3874998093,1025.99998018,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('104',)",3721937251.17,8,3.69250011444,3742914124.93,3742914125.28,3721937251.17,0.0,internal_timestamp,76.3509979248,1512948451.17,33.4163017273,0,10.3874998093,1025.99991654,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('105',)",3721937251.23,8,3.69248008728,3742914124.93,3742914125.28,3721937251.23,0.0,internal_timestamp,76.34400177,1512948451.23,33.4161987305,0,10.3873996735,1025.99982177,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('106',)",3721937251.3,8,3.6924700737,3742914124.93,3742914125.28,3721937251.3,0.0,internal_timestamp,76.3479995728,1512948451.3,33.4160995483,0,10.3873996735,1025.99976268,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('107',)",3721937251.36,8,3.6924700737,3742914124.93,3742914125.28,3721937251.36,0.0,internal_timestamp,76.3509979248,1512948451.36,33.4160995483,0,10.3873996735,1025.99977632,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('108',)",3721937251.42,8,3.6924700737,3742914124.93,3742914125.28,3721937251.42,0.0,internal_timestamp,76.3519973755,1512948451.42,33.4161987305,0,10.3872995377,1025.99987546,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('109',)",3721937251.48,8,3.69248008728,3742914124.93,3742914125.28,3721937251.48,0.0,internal_timestamp,76.3570022583,1512948451.48,33.4161987305,0,10.3872995377,1025.99989824,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('110',)",3721937251.55,8,3.69248008728,3742914124.93,3742914125.28,3721937251.55,0.0,internal_timestamp,76.3550033569,1512948451.55,33.4161987305,0,10.3872995377,1025.99988914,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('111',)",3721937251.61,8,3.69248008728,3742914124.93,3742914125.28,3721937251.61,0.0,internal_timestamp,76.3570022583,1512948451.61,33.4163017273,0,10.3872995377,1025.99997849,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
