obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('4057',)",3721937498.23,8,3.63748002052,3742914125.03,3742914125.62,3721937498.23,0.0,internal_timestamp,1.81200003624,1512948698.23,32.4118995667,0,10.9275999069,1024.78627784,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4058',)",3721937498.3,8,3.63750004768,3742914125.03,3742914125.62,3721937498.3,0.0,internal_timestamp,1.80400002003,1512948698.3,32.4122009277,0,10.9275999069,1024.78647621,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4059',)",3721937498.36,8,3.63751006126,3742914125.03,3742914125.62,3721937498.36,0.0,internal_timestamp,1.78699994087,1512948698.36,32.4123001099,0,10.9275999069,1024.78647654,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4060',)",3721937498.42,8,3.63751006126,3742914125.03,3742914125.62,3721937498.42,0.0,internal_timestamp,1.76999998093,1512948698.42,32.4123001099,0,10.9277000427,1024.78638218,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4061',)",3721937498.48,8,3.63753008842,3742914125.03,3742914125.62,3721937498.48,0.0,internal_timestamp,1.75499999523,1512948698.48,32.4123001099,0,10.9279003143,1024.78627935,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4062',)",3721937498.55,8,3.63754010201,3742914125.03,3742914125.62,3721937498.55,0.0,internal_timestamp,1.74300003052,1512948698.55,32.4122009277,0,10.9280996323,1024.78611306,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4063',)",3721937498.61,8,3.63755989075,3742914125.03,3742914125.62,3721937498.61,0.0,internal_timestamp,1.73099994659,1512948698.61,32.4122009277,0,10.9282999039,1024.7860238,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4064',)",3721937498.67,8,3.63757991791,3742914125.03,3742914125.62,3721937498.67,0.0,internal_timestamp,1.7159999609,1512948698.67,32.4122009277,0,10.9285001755,1024.78592097,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4065',)",3721937498.73,8,3.63758993149,3742914125.03,3742914125.62,3721937498.73,0.0,internal_timestamp,1.70299994946,1512948698.73,32.4123001099,0,10.9286003113,1024.78592188,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4066',)",3721937498.8,8,3.63759994507,3742914125.03,3742914125.62,3721937498.8,0.0,internal_timestamp,1.69500005245,1512948698.8,32.412399292,0,10.9286003113,1024.7859629,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4067',)",3721937498.86,8,3.63759994507,3742914125.03,3742914125.62,3721937498.86,0.0,internal_timestamp,1.67999994755,1512948698.86,32.4126014709,0,10.9284000397,1024.78608745,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4068',)",3721937498.92,8,3.63758993149,3742914125.03,3742914125.62,3721937498.92,0.0,internal_timestamp,1.66700005531,1512948698.92,32.4126014709,0,10.9280996323,1024.7860812,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4069',)",3721937498.98,8,3.63756990433,3742914125.03,3742914125.62,3721937498.98,0.0,internal_timestamp,1.65699994564,1512948698.98,32.4126014709,0,10.9279003143,1024.78607084,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4070',)",3721937499.05,8,3.63755989075,3742914125.03,3742914125.62,3721937499.05,0.0,internal_timestamp,1.64900004864,1512948699.05,32.4126014709,0,10.9278001785,1024.78605219,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4071',)",3721937499.11,8,3.63755011559,3742914125.03,3742914125.62,3721937499.11,0.0,internal_timestamp,1.62999999523,1512948699.11,32.412399292,0,10.9280004501,1024.78577393,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4072',)",3721937499.3,8,3.63756990433,3742914125.03,3742914125.62,3721937499.3,0.0,internal_timestamp,1.61199998856,1512948699.3,32.412399292,1,10.9282999039,1024.7856402,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4073',)",3721937499.31,8,3.63759994507,3742914125.03,3742914125.62,3721937499.31,0.0,internal_timestamp,1.59800004959,1512948699.31,32.4124984741,0,10.9285001755,1024.78561908,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4074',)",3721937499.32,8,3.63760995865,3742914125.03,3742914125.62,3721937499.32,0.0,internal_timestamp,1.58399999142,1512948699.32,32.4126014709,0,10.9285001755,1024.78563594,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4075',)",3721937499.36,8,3.63760995865,3742914125.03,3742914125.62,3721937499.36,0.0,internal_timestamp,1.56599998474,1512948699.36,32.4127006531,0,10.9284000397,1024.78564927,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4076',)",3721937499.42,8,3.63759994507,3742914125.03,3742914125.62,3721937499.42,0.0,internal_timestamp,1.54700005054,1512948699.42,32.4127006531,0,10.9282999039,1024.78558088,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4077',)",3721937499.48,8,3.63757991791,3742914125.03,3742914125.62,3721937499.48,0.0,internal_timestamp,1.54100000858,1512948699.48,32.4126014709,0,10.9281997681,1024.78549407,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4078',)",3721937499.55,8,3.63756990433,3742914125.03,3742914125.62,3721937499.55,0.0,internal_timestamp,1.52499997616,1512948699.55,32.4124984741,0,10.9281997681,1024.78534159,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4079',)",3721937499.61,8,3.63756990433,3742914125.03,3742914125.62,3721937499.61,0.0,internal_timestamp,1.50800001621,1512948699.61,32.412399292,0,10.9281997681,1024.78518754,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4080',)",3721937499.67,8,3.63756990433,3742914125.03,3742914125.62,3721937499.67,0.0,internal_timestamp,1.49399995804,1512948699.67,32.412399292,0,10.9282999039,1024.78510674,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4081',)",3721937499.73,8,3.63756990433,3742914125.03,3742914125.63,3721937499.73,0.0,internal_timestamp,1.48300004005,1512948699.73,32.412399292,0,10.9282999039,1024.78505702,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4082',)",3721937499.8,8,3.63756990433,3742914125.03,3742914125.63,3721937499.8,0.0,internal_timestamp,1.4659999609,1512948699.8,32.412399292,0,10.9282999039,1024.78498016,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4083',)",3721937499.86,8,3.63755011559,3742914125.03,3742914125.63,3721937499.86,0.0,internal_timestamp,1.44599997997,1512948699.86,32.4122009277,0,10.9281997681,1024.78475288,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4084',)",3721937499.92,8,3.63752007484,3742914125.03,3742914125.63,3721937499.92,0.0,internal_timestamp,1.43499994278,1512948699.92,32.4121017456,0,10.9280996323,1024.78464347,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4085',)",3721937499.98,8,3.63751006126,3742914125.03,3742914125.63,3721937499.98,0.0,internal_timestamp,1.42200005054,1512948699.98,32.4122009277,0,10.9280004501,1024.78467923,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4086',)",3721937500.05,8,3.63753008842,3742914125.03,3742914125.63,3721937500.05,0.0,internal_timestamp,1.39999997616,1512948700.05,32.4123001099,0,10.9280004501,1024.78465696,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4087',)",3721937500.11,8,3.63754010201,3742914125.03,3742914125.63,3721937500.11,0.0,internal_timestamp,1.38100004196,1512948700.11,32.412399292,0,10.9280996323,1024.78463091,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4088',)",3721937500.17,8,3.63754010201,3742914125.03,3742914125.63,3721937500.17,0.0,internal_timestamp,1.36899995804,1512948700.17,32.4123001099,0,10.9280996323,1024.78449947,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4089',)",3721937500.23,8,3.63752007484,3742914125.03,3742914125.63,3721937500.23,0.0,internal_timestamp,1.35199999809,1512948700.23,32.4121017456,0,10.9280996323,1024.78426824,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4090',)",3721937500.3,8,3.63751006126,3742914125.03,3742914125.63,3721937500.3,0.0,internal_timestamp,1.33399999142,1512948700.3,32.4121017456,0,10.9280004501,1024.78420421,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4091',)",3721937500.36,8,3.63752007484,3742914125.03,3742914125.63,3721937500.36,0.0,internal_timestamp,1.31700003147,1512948700.36,32.4122009277,0,10.9280004501,1024.78420454,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4092',)",3721937500.42,8,3.63755989075,3742914125.03,3742914125.63,3721937500.42,0.0,internal_timestamp,1.3029999733,1512948700.42,32.4124984741,0,10.9280996323,1024.78435547,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4093',)",3721937500.48,8,3.63762998581,3742914125.03,3742914125.63,3721937500.48,0.0,internal_timestamp,1.28999996185,1512948700.48,32.4128990173,0,10.9285001755,1024.78453839,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4094',)",3721937500.55,8,3.63772010803,3742914125.03,3742914125.63,3721937500.55,0.0,internal_timestamp,1.27600002289,1512948700.55,32.4132003784,0,10.9292001724,1024.78458724,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4095',)",3721937500.61,8,3.63780999184,3742914125.03,3742914125.63,3721937500.61,0.0,internal_timestamp,1.25899994373,1512948700.61,32.4133987427,0,10.9300003052,1024.78452485,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4096',)",3721937500.67,8,3.63789010048,3742914125.03,3742914125.63,3721937500.67,0.0,internal_timestamp,1.24199998379,1512948700.67,32.4135017395,0,10.9308004379,1024.78438824,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4097',)",3721937500.73,8,3.63790011406,3742914125.03,3742914125.63,3721937500.73,0.0,internal_timestamp,1.22800004482,1512948700.73,32.4132995605,0,10.9310998917,1024.78411524,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4098',)",3721937500.8,8,3.63787007332,3742914125.03,3742914125.63,3721937500.8,0.0,internal_timestamp,1.2159999609,1512948700.8,32.4128990173,0,10.9312000275,1024.78373176,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4099',)",3721937500.86,8,3.637830019,3742914125.03,3742914125.63,3721937500.86,0.0,internal_timestamp,1.2009999752,1512948700.86,32.4127006531,0,10.9309997559,1024.7835446,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4100',)",3721937500.92,8,3.63782000542,3742914125.03,3742914125.63,3721937500.92,0.0,internal_timestamp,1.18799996376,1512948700.92,32.4127006531,0,10.9308996201,1024.78350334,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4101',)",3721937500.98,8,3.63780999184,3742914125.03,3742914125.63,3721937500.98,0.0,internal_timestamp,1.17100000381,1512948700.98,32.4127998352,0,10.9307003021,1024.78353853,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4102',)",3721937501.05,8,3.63780999184,3742914125.03,3742914125.63,3721937501.05,0.0,internal_timestamp,1.15799999237,1512948701.05,32.4128990173,0,10.9306001663,1024.78357445,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4103',)",3721937501.11,8,3.63779997826,3742914125.03,3742914125.63,3721937501.11,0.0,internal_timestamp,1.14600002766,1512948701.11,32.4129981995,0,10.9302997589,1024.78364992,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4104',)",3721937501.17,8,3.63776993752,3742914125.03,3742914125.63,3721937501.17,0.0,internal_timestamp,1.13100004196,1512948701.17,32.4129981995,0,10.9300003052,1024.78363447,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4105',)",3721937501.23,8,3.63773989677,3742914125.03,3742914125.63,3721937501.23,0.0,internal_timestamp,1.11500000954,1512948701.23,32.4129981995,0,10.9296998978,1024.78361467,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4106',)",3721937501.3,8,3.63772988319,3742914125.03,3742914125.63,3721937501.3,0.0,internal_timestamp,1.10099995136,1512948701.3,32.4129981995,0,10.929599762,1024.78356888,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4107',)",3721937501.36,8,3.63772010803,3742914125.03,3742914125.63,3721937501.36,0.0,internal_timestamp,1.09200000763,1512948701.36,32.4128990173,0,10.929599762,1024.78345101,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4108',)",3721937501.42,8,3.63771009445,3742914125.03,3742914125.63,3721937501.42,0.0,internal_timestamp,1.0720000267,1512948701.42,32.4127998352,0,10.929599762,1024.78328341,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4109',)",3721937501.48,8,3.63769006729,3742914125.03,3742914125.63,3721937501.48,0.0,internal_timestamp,1.05599999428,1512948701.48,32.4127006531,0,10.9294996262,1024.78315139,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4110',)",3721937501.55,8,3.63767004013,3742914125.03,3742914125.63,3721937501.55,0.0,internal_timestamp,1.04600000381,1512948701.55,32.4126014709,0,10.929400444,1024.78304634,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4111',)",3721937501.61,8,3.63766002655,3742914125.03,3742914125.63,3721937501.61,0.0,internal_timestamp,1.03199994564,1512948701.61,32.4124984741,0,10.929400444,1024.78290289,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4112',)",3721937501.69,8,3.63767004013,3742914125.03,3742914125.63,3721937501.69,0.0,internal_timestamp,1.01999998093,1512948701.69,32.4127006531,1,10.929400444,1024.78300599,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4113',)",3721937501.73,8,3.63767004013,3742914125.03,3742914125.64,3721937501.73,0.0,internal_timestamp,1.00600004196,1512948701.73,32.4127006531,0,10.929400444,1024.78294269,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4114',)",3721937501.8,8,3.63767004013,3742914125.03,3742914125.64,3721937501.8,0.0,internal_timestamp,0.991999983788,1512948701.8,32.4127006531,0,10.9293003082,1024.78289691,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4115',)",3721937501.86,8,3.63765001297,3742914125.03,3742914125.64,3721937501.86,0.0,internal_timestamp,0.986000001431,1512948701.86,32.4126014709,0,10.9292001724,1024.78281011,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4116',)",3721937501.92,8,3.63762998581,3742914125.03,3742914125.64,3721937501.92,0.0,internal_timestamp,0.96899998188,1512948701.92,32.4124984741,0,10.9289999008,1024.78268811,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4117',)",3721937501.98,8,3.63762998581,3742914125.03,3742914125.64,3721937501.98,0.0,internal_timestamp,0.954999983311,1512948701.98,32.4126014709,0,10.9289999008,1024.78270498,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4118',)",3721937502.05,8,3.63766002655,3742914125.03,3742914125.64,3721937502.05,0.0,internal_timestamp,0.93599998951,1512948702.05,32.4127998352,0,10.9292001724,1024.78273844,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4119',)",3721937502.11,8,3.63769006729,3742914125.03,3742914125.64,3721937502.11,0.0,internal_timestamp,0.936999976635,1512948702.11,32.4127998352,0,10.9294996262,1024.7826906,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4120',)",3721937502.17,8,3.63773989677,3742914125.03,3742914125.64,3721937502.17,0.0,internal_timestamp,0.924000024796,1512948702.17,32.4127998352,0,10.9300003052,1024.78254429,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4121',)",3721937502.23,8,3.63780999184,3742914125.03,3742914125.64,3721937502.23,0.0,internal_timestamp,0.902999997139,1512948702.23,32.4127998352,0,10.9308004379,1024.78230944,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4122',)",3721937502.3,8,3.6378800869,3742914125.03,3742914125.64,3721937502.3,0.0,internal_timestamp,0.896000027657,1512948702.3,32.4127998352,0,10.931599617,1024.78213805,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4123',)",3721937502.36,8,3.63792991638,3742914125.03,3742914125.64,3721937502.36,0.0,internal_timestamp,0.882000029087,1512948702.36,32.4128990173,0,10.9320001602,1024.7820819,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4124',)",3721937502.42,8,3.63790988922,3742914125.03,3742914125.64,3721937502.42,0.0,internal_timestamp,0.870999991894,1512948702.42,32.4129981995,0,10.9316997528,1024.78216189,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4125',)",3721937502.48,8,3.63775992393,3742914125.03,3742914125.64,3721937502.48,0.0,internal_timestamp,0.856000006199,1512948702.48,32.4127006531,0,10.9303998947,1024.78208981,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4126',)",3721937502.55,8,3.63751006126,3742914125.03,3742914125.64,3721937502.55,0.0,internal_timestamp,0.838999986649,1512948702.55,32.4123001099,0,10.9280996323,1024.78210342,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4127',)",3721937502.61,8,3.63723993301,3742914125.03,3742914125.64,3721937502.61,0.0,internal_timestamp,0.828999996185,1512948702.61,32.4118995667,0,10.9254999161,1024.78220096,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4128',)",3721937502.67,8,3.63699007034,3742914125.03,3742914125.64,3721937502.67,0.0,internal_timestamp,0.816999971867,1512948702.67,32.4115982056,0,10.9230003357,1024.78234908,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4129',)",3721937502.73,8,3.6368200779,3742914125.03,3742914125.64,3721937502.73,0.0,internal_timestamp,0.810000002384,1512948702.73,32.4117012024,0,10.9210996628,1024.78272976,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4130',)",3721937502.8,8,3.63673996925,3742914125.03,3742914125.64,3721937502.8,0.0,internal_timestamp,0.794000029564,1512948702.8,32.4119987488,0,10.9197998047,1024.78311615,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4131',)",3721937502.86,8,3.63670992851,3742914125.03,3742914125.64,3721937502.86,0.0,internal_timestamp,0.78100001812,1512948702.86,32.412399292,0,10.9189996719,1024.78350892,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('4132',)",3721980454.67,8,3.65636992455,3742914126.58,3742914126.88,3721980454.67,0.0,internal_timestamp,76.0390014648,1512991654.67,33.5158996582,1,9.88350009918,1026.16204588,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4133',)",3721980454.73,8,3.65629005432,3742914126.58,3742914126.88,3721980454.73,0.0,internal_timestamp,76.0380020142,1512991654.73,33.5149993896,0,9.88360023499,1026.16132204,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4134',)",3721980454.8,8,3.65629005432,3742914126.58,3742914126.88,3721980454.8,0.0,internal_timestamp,76.0360031128,1512991654.8,33.5149993896,0,9.88360023499,1026.16131293,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4135',)",3721980454.86,8,3.65636992455,3742914126.58,3742914126.88,3721980454.86,0.0,internal_timestamp,76.0390014648,1512991654.86,33.5158004761,0,9.88360023499,1026.16195167,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4136',)",3721980454.92,8,3.65629005432,3742914126.58,3742914126.88,3721980454.92,0.0,internal_timestamp,76.0380020142,1512991654.92,33.5149993896,0,9.88360023499,1026.16132204,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4137',)",3721980454.98,8,3.65699005127,3742914126.58,3742914126.88,3721980454.98,0.0,internal_timestamp,76.0390014648,1512991654.98,33.5219993591,0,9.88379955292,1026.16675511,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4138',)",3721980455.05,8,3.65735006332,3742914126.58,3742914126.88,3721980455.05,0.0,internal_timestamp,76.0400009155,1512991655.05,33.5252990723,0,9.88420009613,1026.16926711,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4139',)",3721980455.11,8,3.65639996529,3742914126.58,3742914126.88,3721980455.11,0.0,internal_timestamp,76.0360031128,1512991655.11,33.5161018372,0,9.88360023499,1026.16217315,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4140',)",3721980455.17,8,3.65652990341,3742914126.58,3742914126.88,3721980455.17,0.0,internal_timestamp,76.0350036621,1512991655.17,33.5172996521,0,9.88370037079,1026.16308642,29,13,29,13,29,29,29,29,29,29,44.64102,-124.30216
"('4141',)",3721980455.23,8,3.65673995018,3742914126.58,3742914126.88,3721980455.23,0.0,internal_timestamp,76.0380020142,1512991655.23,33.5192985535,0,9.88389968872,1026.16462633,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4142',)",3721980455.3,8,3.65700006485,3742914126.58,3742914126.88,3721980455.3,0.0,internal_timestamp,76.0390014648,1512991655.3,33.5218009949,0,9.88399982452,1026.16656669,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4143',)",3721980455.36,8,3.65723991394,3742914126.58,3742914126.88,3721980455.36,0.0,internal_timestamp,76.0400009155,1512991655.36,33.5241012573,0,9.88420009613,1026.16833248,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4144',)",3721980455.42,8,3.65744996071,3742914126.58,3742914126.88,3721980455.42,0.0,internal_timestamp,76.033996582,1512991655.42,33.5262985229,0,9.88420009613,1026.1700196,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4145',)",3721980455.48,8,3.65757989883,3742914126.58,3742914126.88,3721980455.48,0.0,internal_timestamp,76.0350036621,1512991655.48,33.5276985168,0,9.88409996033,1026.17113341,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4146',)",3721980455.55,8,3.6576499939,3742914126.58,3742914126.88,3721980455.55,0.0,internal_timestamp,76.0319976807,1512991655.55,33.5284996033,0,9.88399982452,1026.1717616,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4147',)",3721980455.61,8,3.65769004822,3742914126.58,3742914126.88,3721980455.61,0.0,internal_timestamp,76.033996582,1512991655.61,33.5290985107,0,9.88379955292,1026.17227167,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4148',)",3721980455.67,8,3.65771007538,3742914126.58,3742914126.88,3721980455.67,0.0,internal_timestamp,76.0360031128,1512991655.67,33.5293006897,0,9.88379955292,1026.17243858,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4149',)",3721980455.73,8,3.65771007538,3742914126.58,3742914126.88,3721980455.73,0.0,internal_timestamp,76.033996582,1512991655.73,33.5293006897,0,9.88379955292,1026.17242943,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4150',)",3721980455.8,8,3.65773010254,3742914126.58,3742914126.88,3721980455.8,0.0,internal_timestamp,76.0299987793,1512991655.8,33.5293998718,0,9.88389968872,1026.17247177,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4151',)",3721980455.86,8,3.65774989128,3742914126.58,3742914126.88,3721980455.86,0.0,internal_timestamp,76.03099823,1512991655.86,33.5295982361,0,9.88389968872,1026.17263111,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4152',)",3721980455.92,8,3.65777993202,3742914126.58,3742914126.88,3721980455.92,0.0,internal_timestamp,76.033996582,1512991655.92,33.5298995972,0,9.88389968872,1026.17287993,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4153',)",3721980455.98,8,3.65779995918,3742914126.58,3742914126.88,3721980455.98,0.0,internal_timestamp,76.0350036621,1512991655.98,33.5302009583,0,9.88379955292,1026.17313649,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4154',)",3721980456.05,8,3.65779995918,3742914126.58,3742914126.88,3721980456.05,0.0,internal_timestamp,76.0299987793,1512991656.05,33.5303001404,0,9.88370037079,1026.17320772,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4155',)",3721980456.11,8,3.65777993202,3742914126.58,3742914126.88,3721980456.11,0.0,internal_timestamp,76.0329971313,1512991656.11,33.5303001404,0,9.88350009918,1026.17325503,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4156',)",3721980456.29,8,3.65775990486,3742914126.58,3742914126.88,3721980456.29,0.0,internal_timestamp,76.033996582,1512991656.29,33.5303993225,1,9.88319969177,1026.17338744,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4157',)",3721980456.83,8,3.65774989128,3742914126.58,3742914126.88,3721980456.83,0.0,internal_timestamp,76.0299987793,1512991656.83,33.5307006836,0,9.88280010223,1026.17367147,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4158',)",3721980456.85,8,3.65774011612,3742914126.58,3742914126.89,3721980456.85,0.0,internal_timestamp,76.03099823,1512991656.85,33.5308990479,0,9.88239955902,1026.17389809,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4159',)",3721980456.88,8,3.65773010254,3742914126.58,3742914126.89,3721980456.88,0.0,internal_timestamp,76.0350036621,1512991656.88,33.5308990479,0,9.88230037689,1026.17393301,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4160',)",3721980456.89,8,3.65773010254,3742914126.58,3742914126.89,3721980456.89,0.0,internal_timestamp,76.033996582,1512991656.89,33.5307998657,0,9.88239955902,1026.17383437,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4161',)",3721980456.9,8,3.65774989128,3742914126.58,3742914126.89,3721980456.9,0.0,internal_timestamp,76.0279998779,1512991656.9,33.5307998657,0,9.88259983063,1026.17377339,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4162',)",3721980456.91,8,3.65777993202,3742914126.58,3742914126.89,3721980456.91,0.0,internal_timestamp,76.0260009766,1512991656.91,33.5308990479,0,9.88290023804,1026.17379121,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4163',)",3721980456.91,8,3.65780997276,3742914126.58,3742914126.89,3721980456.91,0.0,internal_timestamp,76.03099823,1512991656.91,33.5308990479,0,9.88319969177,1026.1737637,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4164',)",3721980456.92,8,3.65773010254,3742914126.58,3742914126.89,3721980456.92,0.0,internal_timestamp,76.0279998779,1512991656.92,33.529800415,0,9.88350009918,1026.17284232,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4165',)",3721980456.94,8,3.6576499939,3742914126.58,3742914126.89,3721980456.94,0.0,internal_timestamp,76.0329971313,1512991656.94,33.5288009644,0,9.88360023499,1026.17206842,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4166',)",3721980456.94,8,3.65760993958,3742914126.58,3742914126.89,3721980456.94,0.0,internal_timestamp,76.03099823,1512991656.94,33.5284004211,0,9.88370037079,1026.17172995,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4167',)",3721980456.95,8,3.65762996674,3742914126.58,3742914126.89,3721980456.95,0.0,internal_timestamp,76.0250015259,1512991656.95,33.5285987854,0,9.88370037079,1026.17185739,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
