obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('27',)",3771820204.92,14,3.47788000107,3779218460.81,3779218536.71,3771820204.92,0.0,internal_timestamp,68.3700027466,1562831404.92,33.9132995605,0,7.50110006332,1026.80932163,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('28',)",3771820204.93,14,3.47789001465,3779218460.81,3779218536.71,3771820204.93,0.0,internal_timestamp,68.3600006104,1562831404.93,33.9133987427,0,7.50110006332,1026.80935361,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('29',)",3771820204.94,14,3.47790002823,3779218460.81,3779218536.71,3771820204.94,0.0,internal_timestamp,68.3489990234,1562831404.94,33.9136009216,0,7.50110006332,1026.80946194,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('30',)",3771820204.95,14,3.47791004181,3779218460.81,3779218536.72,3771820204.95,0.0,internal_timestamp,68.3460006714,1562831404.95,33.9136009216,0,7.50110006332,1026.80944817,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('31',)",3771820204.96,14,3.47790002823,3779218460.81,3779218536.72,3771820204.96,0.0,internal_timestamp,68.3389968872,1562831404.96,33.9135017395,0,7.50110006332,1026.80933803,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('32',)",3771820204.97,14,3.47788000107,3779218460.81,3779218536.72,3771820204.97,0.0,internal_timestamp,68.3310012817,1562831404.97,33.9132995605,0,7.50110006332,1026.80914239,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('33',)",3771820204.98,14,3.47785997391,3779218460.81,3779218536.72,3771820204.98,0.0,internal_timestamp,68.327003479,1562831404.98,33.9132003784,0,7.50110006332,1026.80904607,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('34',)",3771820204.99,14,3.47784996033,3779218460.81,3779218536.72,3771820204.99,0.0,internal_timestamp,68.3209991455,1562831404.99,33.9131011963,0,7.50099992752,1026.8089549,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('35',)",3771820205.0,14,3.47783994675,3779218460.81,3779218536.72,3771820205.0,0.0,internal_timestamp,68.3170013428,1562831405.0,33.9131011963,0,7.50089979172,1026.80895089,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('36',)",3771820205.0,14,3.47781991959,3779218460.81,3779218536.72,3771820205.0,0.0,internal_timestamp,68.3099975586,1562831405.0,33.9129981995,0,7.50089979172,1026.80883775,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('37',)",3771820205.01,14,3.47780990601,3779218460.81,3779218536.72,3771820205.01,0.0,internal_timestamp,68.3030014038,1562831405.01,33.9127998352,0,7.50089979172,1026.80864971,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('38',)",3771820205.06,14,3.47779989243,3779218460.81,3779218536.72,3771820205.06,0.0,internal_timestamp,68.2939987183,1562831405.06,33.9126014709,0,7.50089979172,1026.80845244,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('39',)",3771820205.12,14,3.47779989243,3779218460.81,3779218536.72,3771820205.12,0.0,internal_timestamp,68.2890014648,1562831405.12,33.9126014709,0,7.50099992752,1026.80841511,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('40',)",3771820205.18,14,3.47779989243,3779218460.81,3779218536.72,3771820205.18,0.0,internal_timestamp,68.2860031128,1562831405.18,33.9126014709,0,7.50099992752,1026.80840133,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('41',)",3771820205.25,14,3.47781991959,3779218460.81,3779218536.72,3771820205.25,0.0,internal_timestamp,68.2789993286,1562831405.25,33.9127998352,0,7.50099992752,1026.80852504,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('42',)",3771820205.31,14,3.47783994675,3779218460.81,3779218536.72,3771820205.31,0.0,internal_timestamp,68.2720031738,1562831405.31,33.9129981995,0,7.50099992752,1026.80864878,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('43',)",3771820205.37,14,3.47784996033,3779218460.81,3779218536.72,3771820205.37,0.0,internal_timestamp,68.2659988403,1562831405.37,33.9132003784,0,7.50089979172,1026.80879444,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('44',)",3771820205.43,14,3.47785997391,3779218460.81,3779218536.72,3771820205.43,0.0,internal_timestamp,68.2630004883,1562831405.43,33.9132995605,0,7.50089979172,1026.80885861,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('45',)",3771820205.49,14,3.47784996033,3779218460.81,3779218536.72,3771820205.49,0.0,internal_timestamp,68.2570037842,1562831405.49,33.9132995605,0,7.50089979172,1026.80883105,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('46',)",3771820205.56,14,3.47783994675,3779218460.81,3779218536.72,3771820205.56,0.0,internal_timestamp,68.25,1562831405.56,33.9132003784,0,7.50089979172,1026.80872091,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('47',)",3771820205.62,14,3.47783994675,3779218460.81,3779218536.72,3771820205.62,0.0,internal_timestamp,68.2399978638,1562831405.62,33.9132003784,0,7.50089979172,1026.80867495,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('48',)",3771820205.68,14,3.47784996033,3779218460.81,3779218536.72,3771820205.68,0.0,internal_timestamp,68.2350006104,1562831405.68,33.9132003784,0,7.50089979172,1026.80865198,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('49',)",3771820205.74,14,3.47785997391,3779218460.81,3779218536.72,3771820205.74,0.0,internal_timestamp,68.2289962769,1562831405.74,33.9133987427,0,7.50089979172,1026.80878028,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('50',)",3771820205.81,14,3.47786998749,3779218460.81,3779218536.72,3771820205.81,0.0,internal_timestamp,68.2269973755,1562831405.81,33.9135017395,0,7.50080013275,1026.80886633,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('51',)",3771820205.87,14,3.47785997391,3779218460.81,3779218536.72,3771820205.87,0.0,internal_timestamp,68.21900177,1562831405.87,33.9135017395,0,7.50080013275,1026.80882959,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('52',)",3771820205.93,14,3.47784996033,3779218460.81,3779218536.72,3771820205.93,0.0,internal_timestamp,68.2149963379,1562831405.93,33.9133987427,0,7.50080013275,1026.80873024,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('53',)",3771820206.0,14,3.47783994675,3779218460.81,3779218536.72,3771820206.0,0.0,internal_timestamp,68.2089996338,1562831406.0,33.9132995605,0,7.50080013275,1026.80862473,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('54',)",3771820206.06,14,3.47783994675,3779218460.81,3779218536.72,3771820206.06,0.0,internal_timestamp,68.2009963989,1562831406.06,33.9132003784,0,7.50080013275,1026.80851,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('55',)",3771820206.12,14,3.47782993317,3779218460.81,3779218536.72,3771820206.12,0.0,internal_timestamp,68.1949996948,1562831406.12,33.9131011963,0,7.50080013275,1026.8084045,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('56',)",3771820206.18,14,3.47781991959,3779218460.81,3779218536.72,3771820206.18,0.0,internal_timestamp,68.1890029907,1562831406.18,33.9131011963,0,7.50080013275,1026.80837694,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('57',)",3771820206.26,14,3.47781991959,3779218460.81,3779218536.72,3771820206.26,0.0,internal_timestamp,68.18699646,1562831406.26,33.9131011963,0,7.50080013275,1026.80836771,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('58',)",3771820206.31,14,3.47782993317,3779218460.81,3779218536.72,3771820206.31,0.0,internal_timestamp,68.1849975586,1562831406.31,33.9132003784,0,7.50080013275,1026.80843648,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('59',)",3771820206.37,14,3.47784996033,3779218460.81,3779218536.72,3771820206.37,0.0,internal_timestamp,68.1800003052,1562831406.37,33.9132995605,0,7.50080013275,1026.80849146,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('60',)",3771820206.43,14,3.47785997391,3779218460.81,3779218536.72,3771820206.43,0.0,internal_timestamp,68.1709976196,1562831406.43,33.9135017395,0,7.50080013275,1026.80860898,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('61',)",3771820206.49,14,3.47785997391,3779218460.81,3779218536.72,3771820206.49,0.0,internal_timestamp,68.1679992676,1562831406.49,33.9135017395,0,7.50080013275,1026.8085952,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('62',)",3771820206.56,14,3.47783994675,3779218460.81,3779218536.72,3771820206.56,0.0,internal_timestamp,68.1600036621,1562831406.56,33.9132995605,0,7.50080013275,1026.80839956,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('63',)",3771820206.62,14,3.47782993317,3779218460.81,3779218536.72,3771820206.62,0.0,internal_timestamp,68.15599823,1562831406.62,33.9131011963,0,7.50080013275,1026.80822526,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('64',)",3771820206.68,14,3.47780990601,3779218460.81,3779218536.72,3771820206.68,0.0,internal_timestamp,68.1490020752,1562831406.68,33.9128990173,0,7.50080013275,1026.80803421,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('65',)",3771820206.74,14,3.47779011726,3779218460.81,3779218536.72,3771820206.74,0.0,internal_timestamp,68.1460037231,1562831406.74,33.9127998352,0,7.50080013275,1026.80794248,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('66',)",3771820206.81,14,3.47779011726,3779218460.81,3779218536.72,3771820206.81,0.0,internal_timestamp,68.1429977417,1562831406.81,33.9127006531,0,7.50080013275,1026.80785072,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('67',)",3771820206.87,14,3.47779989243,3779218460.81,3779218536.72,3771820206.87,0.0,internal_timestamp,68.1380004883,1562831406.87,33.9128990173,0,7.50080013275,1026.80798365,29,13,29,29,29,29,29,13,29,13,44.63218,-124.30797
"('68',)",3771820206.93,14,3.47780990601,3779218460.81,3779218536.72,3771820206.93,0.0,internal_timestamp,68.1330032349,1562831406.93,33.9131011963,0,7.50069999695,1026.80813394,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('69',)",3771820206.99,14,3.47782993317,3779218460.81,3779218536.72,3771820206.99,0.0,internal_timestamp,68.1309967041,1562831406.99,33.9132003784,0,7.50069999695,1026.80820267,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('70',)",3771820207.06,14,3.47783994675,3779218460.81,3779218536.72,3771820207.06,0.0,internal_timestamp,68.1279983521,1562831407.06,33.9132995605,0,7.50069999695,1026.80826683,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('71',)",3771820207.12,14,3.47783994675,3779218460.81,3779218536.73,3771820207.12,0.0,internal_timestamp,68.1230010986,1562831407.12,33.9132995605,0,7.50069999695,1026.80824387,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('72',)",3771820207.18,14,3.47782993317,3779218460.81,3779218536.73,3771820207.18,0.0,internal_timestamp,68.1200027466,1562831407.18,33.9132995605,0,7.50080013275,1026.80821573,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('73',)",3771820207.24,14,3.47782993317,3779218460.81,3779218536.73,3771820207.24,0.0,internal_timestamp,68.1159973145,1562831407.24,33.9132995605,0,7.50069999695,1026.80821168,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('74',)",3771820207.31,14,3.47782993317,3779218460.81,3779218536.73,3771820207.31,0.0,internal_timestamp,68.1119995117,1562831407.31,33.9132995605,0,7.50069999695,1026.80819331,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('75',)",3771820207.37,14,3.47781991959,3779218460.81,3779218536.73,3771820207.37,0.0,internal_timestamp,68.1090011597,1562831407.37,33.9132003784,0,7.50059986115,1026.80811594,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('76',)",3771820207.43,14,3.47781991959,3779218460.81,3779218536.73,3771820207.43,0.0,internal_timestamp,68.1060028076,1562831407.43,33.9132995605,0,7.50059986115,1026.80818011,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('77',)",3771820207.49,14,3.47781991959,3779218460.81,3779218536.73,3771820207.49,0.0,internal_timestamp,68.1019973755,1562831407.49,33.9132995605,0,7.50059986115,1026.8081617,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('78',)",3771820207.56,14,3.47781991959,3779218460.81,3779218536.73,3771820207.56,0.0,internal_timestamp,68.0999984741,1562831407.56,33.9132995605,0,7.50059986115,1026.80815252,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('79',)",3771820207.62,14,3.47780990601,3779218460.81,3779218536.73,3771820207.62,0.0,internal_timestamp,68.0960006714,1562831407.62,33.9132995605,0,7.50059986115,1026.80813414,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('80',)",3771820207.68,14,3.47780990601,3779218460.81,3779218536.73,3771820207.68,0.0,internal_timestamp,68.0960006714,1562831407.68,33.9132003784,0,7.50059986115,1026.8080562,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('81',)",3771820207.74,14,3.47780990601,3779218460.81,3779218536.73,3771820207.74,0.0,internal_timestamp,68.09400177,1562831407.74,33.9132003784,0,7.50059986115,1026.80804701,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('82',)",3771820207.81,14,3.47780990601,3779218460.81,3779218536.73,3771820207.81,0.0,internal_timestamp,68.0899963379,1562831407.81,33.9132003784,0,7.50059986115,1026.8080286,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('83',)",3771820207.87,14,3.47780990601,3779218460.81,3779218536.73,3771820207.87,0.0,internal_timestamp,68.0839996338,1562831407.87,33.9132003784,0,7.50069999695,1026.80798668,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('84',)",3771820207.93,14,3.47781991959,3779218460.81,3779218536.73,3771820207.93,0.0,internal_timestamp,68.0830001831,1562831407.93,33.9132995605,0,7.50069999695,1026.80806003,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('85',)",3771820207.99,14,3.47782993317,3779218460.81,3779218536.73,3771820207.99,0.0,internal_timestamp,68.0810012817,1562831407.99,33.9133987427,0,7.50069999695,1026.8081288,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('86',)",3771820208.06,14,3.47783994675,3779218460.81,3779218536.73,3771820208.06,0.0,internal_timestamp,68.0780029297,1562831408.06,33.9135017395,0,7.50069999695,1026.80819596,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('87',)",3771820208.12,14,3.47783994675,3779218460.81,3779218536.73,3771820208.12,0.0,internal_timestamp,68.077003479,1562831408.12,33.9135017395,0,7.50059986115,1026.80820573,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('88',)",3771820208.21,14,3.47782993317,3779218460.81,3779218536.73,3771820208.21,0.0,internal_timestamp,68.0759963989,1562831408.21,33.9133987427,1,7.50059986115,1026.80812016,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('89',)",3771820208.24,14,3.47783994675,3779218460.81,3779218536.73,3771820208.24,0.0,internal_timestamp,68.0749969482,1562831408.24,33.9133987427,0,7.50059986115,1026.80811556,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('90',)",3771820208.31,14,3.47783994675,3779218460.81,3779218536.73,3771820208.31,0.0,internal_timestamp,68.0739974976,1562831408.31,33.9135017395,0,7.50069999695,1026.80817755,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('91',)",3771820208.37,14,3.47782993317,3779218460.81,3779218536.73,3771820208.37,0.0,internal_timestamp,68.0680007935,1562831408.37,33.9133987427,0,7.50069999695,1026.80806905,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('92',)",3771820208.43,14,3.47782993317,3779218460.81,3779218536.73,3771820208.43,0.0,internal_timestamp,68.0709991455,1562831408.43,33.9132995605,0,7.50069999695,1026.80800488,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('93',)",3771820208.56,14,3.47781991959,3779218460.81,3779218536.73,3771820208.56,0.0,internal_timestamp,68.0699996948,1562831408.56,33.9132003784,1,7.50069999695,1026.80792234,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('94',)",3771820208.57,14,3.47781991959,3779218460.81,3779218536.73,3771820208.57,0.0,internal_timestamp,68.0690002441,1562831408.57,33.9132003784,0,7.50069999695,1026.80791775,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('95',)",3771820208.62,14,3.47781991959,3779218460.81,3779218536.73,3771820208.62,0.0,internal_timestamp,68.0699996948,1562831408.62,33.9132003784,0,7.50069999695,1026.80792234,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('96',)",3771820208.68,14,3.47782993317,3779218460.81,3779218536.73,3771820208.68,0.0,internal_timestamp,68.0660018921,1562831408.68,33.9132995605,0,7.50069999695,1026.80798191,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('97',)",3771820208.74,14,3.47783994675,3779218460.81,3779218536.73,3771820208.74,0.0,internal_timestamp,68.0640029907,1562831408.74,33.9133987427,0,7.50080013275,1026.80803631,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('98',)",3771820208.81,14,3.47784996033,3779218460.81,3779218536.73,3771820208.81,0.0,internal_timestamp,68.0650024414,1562831408.81,33.9135017395,0,7.50080013275,1026.80812185,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('99',)",3771820208.87,14,3.47785997391,3779218460.81,3779218536.73,3771820208.87,0.0,internal_timestamp,68.0680007935,1562831408.87,33.9136009216,0,7.50080013275,1026.80821358,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('100',)",3771820208.93,14,3.47785997391,3779218460.81,3779218536.73,3771820208.93,0.0,internal_timestamp,68.0660018921,1562831408.93,33.9135017395,0,7.50080013275,1026.80812645,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('101',)",3771820208.99,14,3.47785997391,3779218460.81,3779218536.73,3771820208.99,0.0,internal_timestamp,68.0650024414,1562831408.99,33.9133987427,0,7.50089979172,1026.80802661,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('102',)",3771820209.06,14,3.47784996033,3779218460.81,3779218536.73,3771820209.06,0.0,internal_timestamp,68.0660018921,1562831409.06,33.9132995605,0,7.50099992752,1026.8079389,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('103',)",3771820209.12,14,3.47785997391,3779218460.81,3779218536.73,3771820209.12,0.0,internal_timestamp,68.0680007935,1562831409.12,33.9132003784,0,7.50110006332,1026.80785577,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('104',)",3771820209.18,14,3.47785997391,3779218460.81,3779218536.73,3771820209.18,0.0,internal_timestamp,68.0650024414,1562831409.18,33.9132003784,0,7.50120019913,1026.80782763,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('105',)",3771820209.24,14,3.47788000107,3779218460.81,3779218536.73,3771820209.24,0.0,internal_timestamp,68.0680007935,1562831409.24,33.9132995605,0,7.50129985809,1026.80790507,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('106',)",3771820209.31,14,3.47789001465,3779218460.81,3779218536.73,3771820209.31,0.0,internal_timestamp,68.0699996948,1562831409.31,33.9133987427,0,7.50129985809,1026.8079922,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('107',)",3771820209.37,14,3.47789001465,3779218460.81,3779218536.73,3771820209.37,0.0,internal_timestamp,68.0660018921,1562831409.37,33.9133987427,0,7.50129985809,1026.80797383,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('108',)",3771820209.43,14,3.47789001465,3779218460.82,3779218536.73,3771820209.43,0.0,internal_timestamp,68.0690002441,1562831409.43,33.9133987427,0,7.50129985809,1026.80798761,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('109',)",3771820209.49,14,3.47788000107,3779218460.82,3779218536.74,3771820209.49,0.0,internal_timestamp,68.0699996948,1562831409.49,33.9132003784,0,7.50129985809,1026.8078363,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
